Name,Industry,Industry 2,Industry 3,Country,Description,Domain,company_email,phone,Founder,Funding type,Last Equity Funding Amount,Funding Type,Total Equity Funding Amount,Investory,Investor 2,Investor 3,Investor 4 ,Investor,Monthly Visits,Average Visits (6 months),Monthly Visits Growth,Visit Duration,Visit Duration Growth,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank
Subbb,B2B,Marketing Automation,Social Media,United Kingdom,"Subbb is a monetization platform that enables content creators to manage subscriptions, payments, and users on social media platforms.",www.subbb.me/,—,—,,Seed,"$2,50,000.00",Pre-Seed,"$2,50,000.00",Antler,,,,,"1,370","1,869",-22.95%,369,183.85%,-27.59%,59.34%,32.04%,"56,61,540"
Airstride,Artificial Intelligence (AI),SaaS,Software,United Kingdom,Airstride is an AI platform that automate partner revenue generation by eliminating the manual overhead of traditional channel sales.,www.airstride.ai/,info@airstride.ai,—,,Seed,"$4,50,000.00",Pre-Seed,"$4,50,000.00",Haatch,,,,,180,363.17,-86.39%,3,-99.06%,-66.59%,77.22%,40.71%,"1,48,73,722"
MicroFactory,Artificial Intelligence (AI),Electronics,Machine Learning,United States,MicroFactory develops robotic workstations designed to automate precision tasks across multiple industries.,microfactory.com,igor@microfactory.com,—,Viktor Petrenko,Seed,"$15,00,000.00",Pre-Seed,"$16,10,000.00",Naval Ravikant,"Founders, Inc.",Clément Delangue,,,250,—,18.48%,0,-98.78%,0%,100%,0%,"1,27,05,463"
Vitalic Health,Health Care,Mental Health,Software,,Vitalic Health's aim is to reinvigorate older individuals' well-being and strengthen relationships to what they love most.,www.vitalichealth.co/,hello@vitalichealth.co,877-445-1587,Daniel Tan,Seed,"$40,00,000.00",Seed,"$40,00,000.00",Redesign Health,VNS Health,,,,58,191.83,-88.19%,11,-93.89%,25.57%,0%,-21.04%,"2,29,81,305"
GiftPocket,B2B,B2C,Consumer Applications,United States,A marketplace that bridges a consumer facing digital wallet to help brands reinvent loyalty with gift cards.,www.giftpocket.com,info@giftpocket.com,—,Rajeev Chhajer,Seed,"$20,000.00",Pre-Seed,"$20,000.00",Techstars,,,,,—,—,—,—,—,—,—,—,—
Medwise.ai,Artificial Intelligence (AI),Health Care,Information Technology,United Kingdom,Medwise.ai is a medical information platform that provides AI-powered search for health professionals.,www.medwise.ai/,—,—,Luis R. Ulloa,Seed,—,Non-equity Assistance,"£17,64,000.00",SFC Capital,Sunway iLabs,Finance Yorkshire,SyndicateRoom,Innovate UK,"22,989","42,373.5",-37.53%,477,-16.61%,26.47%,33.79%,-18.79%,"9,31,503"
Hiverge,Artificial Intelligence (AI),Digital Media,Information Technology,United Kingdom,Hiverge is redefining how algorithms are discovered to solve large scale optimization problems.,www.hiverge.ai,hello@hiverge.ai,—,Bernardino Romera-Paredes,Seed,"$50,00,000.00",Seed,"$50,00,000.00",Flying Fish Partners,Ahren Innovation Capital,Alpha Intelligence Capital,Jeff Dean,,615,912.5,-43.58%,0,-67.25%,-40.34%,100%,54.18%,"81,16,336"
Dodo,Artificial Intelligence (AI),Software,Veterinary,United States,Dodo is a software development firm offering AI medical practices Employee services to vet clinics.,www.dodo.health,founders@vetdodo.com,—,Julius Hillebrand,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,96,270.83,-67.01%,3,200%,48.85%,0%,-21.58%,"1,93,08,407"
Alexandria Labs,Blockchain,Content Creators,Cryptocurrency,United States,The infrastructure layer for web3 e-books.,alexandrialabs.xyz,amelie@alexandrialabs.xyz,—,,Seed,"$13,00,000.00",Angel,"$13,00,000.00",Redbeard Ventures,Backend Capital,VU Venture Partners,Stateless Ventures,Horseshoe Capital Partners,—,—,—,—,—,—,—,—,—
Conectric Networks,Analytics,Artificial Intelligence (AI),Energy Efficiency,United States,Hyper scalable wireless sensor networks for intelligent buildings,www.conectric.com/,info@conectric.com,(858)240-8880,Demetrio Tessada,Seed,—,Non-equity Assistance,"$7,16,000.00",TCA Venture Group,Gen3 Ventures,AcceliCITY powered by Leading Cities,Simon Prickett,Wolfgang Lukaschek,—,—,—,—,—,—,—,—,—
Envelope City,3D Technology,Commercial Real Estate,SaaS,United States,Envelope's 3D web app helps urban real estate industry professionals visualize and run scenarios on development potential under zoning.,www.envelope.city,info@envelope.city,(646)752-7527,Todd Sigaty,Seed,—,Seed,"$40,00,000.00",Suffolk Technologies,MetaProp,,,,—,—,—,—,—,—,—,—,—
OPTT Health,Artificial Intelligence (AI),Employee Benefits,Health Care,United States,OPTT offers evidence-based AI-powered digital mental health tools that augment mental health teams' care quality and capacity.,www.optt.health,admin@optt.ca,6475578004,Nazanin Alavi Tabari,Seed,"$12,00,000.00",Pre-Seed,"$12,00,000.00",Morgan Stanley,,,,,"6,435","4,604",-38.08%,369,-7.98%,34.64%,46.26%,-27%,"24,53,590"
Emblematic,Accounting,Artificial Intelligence (AI),Finance,United States,Emblematic is a Financial services firm offering an AI integrated platform for efficient workflow for bookkeeping and accounts.,www.getemblematic.ai/,—,—,Prokopis Gryllos,Seed,"$20,00,000.00",Pre-Seed,"$20,00,000.00",K Fund,Passion Capital,Big Sur Ventures,Enzo Ventures,Ventures Together,—,—,—,—,—,—,—,—,—
Triple,Developer Tools,Payments,Software,United Kingdom,Triple is building an intelligence layer on top of payment data for banks and fintechs.,www.jointriple.com,—,—,,Seed,"$75,00,000.00",Seed,"$1,00,00,000.00",Plug and Play,Portfolio Ventures,TX Ventures,Barlon Capital,Form Ventures,632,970,-51.46%,13,-93.98%,-41.87%,95.73%,28.24%,"80,09,939"
Tailsight,Air Transportation,Artificial Intelligence (AI),Information Technology,United States,Tailsight provides a digital platform that centralizes data for planners to manage schedules and resources.,www.tailsight.ai/,marketing@tailsight.ai,5122227574,,Seed,"$50,00,000.00",Seed,"$50,00,000.00",,,,,,238,—,—,17,—,—,60.92%,—,"1,30,16,782"
Foodini,Artificial Intelligence (AI),B2B,B2C,United States,"Foodini is an AI powered ingredient level data engine, which ingests, analyzes and tags menu data from any source.",getfoodini.com,info@getfoodini.com,—,Erica Anderman,Seed,"$20,00,000.00",Seed,"$24,38,528.00",Antler,GFR Fund,Untapped Ventures,MVP Capital Partners,Cistern Capital,688,"6,369.17",-15.48%,127,42.41%,37.32%,36.48%,-53.01%,"76,98,436"
Blacktag,Media and Entertainment,Software,,United States,Blacktag is a global platform for Black creators and Black culture.,blacktag.com,usa@blacktag.com,—,Ousman Sahko,Seed,"$17,25,000.00",Seed,"$54,75,000.00",Plug and Play,Brandtech Ventures,David Rogier,,,48,245,-51.02%,3,-88.89%,47.37%,0%,-53.91%,"2,42,18,929"
ArcaScience,Artificial Intelligence (AI),Information Technology,Medical,France,"ArcaScience, the world leader for AI drugs' Benefit-Risk prediction",www.arcascience.ai,contact@arcascience.ai,—,,Seed,"€60,00,000.00",Seed,"€60,00,000.00",Bpifrance,Plug and Play,Akka,Afri Mobility,Pleiade Venture,394,931.83,-82.16%,13,-95.53%,3.91%,44.92%,-46.54%,"1,00,77,307"
PayGround,FinTech,Health Care,Mobile Payments,United States,PayGround makes healthcare bill-pay simple by getting providers and patients on the same payment platform.,home.payground.com,invest@payground.com,(800)385-4556,Drew Mercer,Early Stage Venture,"$1,97,00,000.00",Series A,"$2,37,00,000.00",Plug and Play,SixThirty,IA Capital Group,FCA Venture Partners,Rally Ventures,—,—,—,—,—,—,—,—,—
Oasis Learning AI,Artificial Intelligence (AI),E-Learning,Training,Canada,"Oasis Learning AI revolutionizes workforce training with advanced AI technologies for customized, scalable, and up-to-date programs.",www.oasislearning.ai,—,—,,Seed,"$15,00,000.00",Seed,"$15,00,000.00",Techstars,Amazon Web Services,BKR Capital,The Firehood,Women's Equity Lab,"1,579","1,724.67",117.79%,956,-8.43%,35.01%,11.65%,-82.51%,"53,24,652"
Taker Protocol,Bitcoin,Cryptocurrency,Financial Services,United States,Taker Protocol is a cryptocurrency liquidity protocol for NFTs.,taker.org/,—,—,Charles Jia,—,—,Venture - Series Unknown,"$30,00,000.00",Electric Capital,Dragonfly,Digital Currency Group,Delta Blockchain Fund,Ascensive Assets,—,—,—,—,—,—,—,—,—
Pin,Artificial Intelligence (AI),Recruiting,,United States,Pin is a AI-driven recruitment company that focuses on applicant sourcing and engagement.,www.pin.com,—,—,,Seed,"$30,00,000.00",Seed,"$30,00,000.00",Expa,,,,,"30,760","25,906.83",2.02%,861,24.96%,-7.2%,61.69%,-3%,"7,44,842"
ABSORA,Information Technology,Media and Entertainment,Software,Germany,ABSORA is pioneering breakthrough materials that outperform existing solutions in silencing noise and vibration.,www.absora.eco/,johannes.kotte@absora.eco,+49 151 54322756,,Seed,"€12,50,000.00",Pre-Seed,"€12,50,000.00",Jannis Bandorski,Freddy Martin,Stefan Tietze,Dominik Stiefermann,Albrecht von Sonntag,—,—,—,—,—,—,—,—,—
Aveade,Artificial Intelligence (AI),Delivery,FinTech,South Africa,Aveade is a technology company specializes in Internet-related services and products.,www.aveade.com,info@aveade.com,081 824 9322,,—,"ZAR 10,00,000.00",Grant,—,Google for Startups,,,,,"32,687","8,520.67",350.79%,261,-87.7%,-52.35%,69.97%,-16.72%,"7,10,699"
Rownd,B2B,Identity Management,Information Technology,United States,Rownd is a B2B SaaS frictionless authentication company.,rownd.com,founders@rownd.io,—,Rachel Radulovich,Seed,—,Seed,"$33,12,500.00",Alumni Ventures,Y Combinator,Plug and Play,Bossa Invest,Triangle Tweener Fund,"1,052","1,087",-0.57%,325,563.27%,4.55%,75.67%,23.16%,"63,63,136"
Nexus Renewable Power,Battery,Financial Services,Power Grid,United States,"Nexus develops, finances, and operates solar and energy storage assets.",nrenew.com,energy@nrenew.com,—,,—,"$22,00,00,000.00",Undisclosed,"$32,00,00,000.00",Goldman Sachs,BadCarbon,,,,415,—,—,0,—,—,100%,—,"98,19,023"
CedarDB,Analytics,Big Data,Data Management,Germany,The All-In-One Database,cedardb.com,contact@cedardb.com,—,,Seed,"€53,00,000.00",Seed,"€53,00,000.00",Amplify Partners,Hanno Renner,Jordan Tigani,,,"2,393","4,431.33",-31.75%,243,-2.02%,85.51%,60.34%,-27.57%,"44,32,126"
Zeit AI,Analytics,Artificial Intelligence (AI),Database,United States,Zeit AI changes Excel files into a structured database that user can query using everyday language.,www.zeit-ai.com,contact@zeit-ai.com,—,Marvin Christopher Bornstein,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,Oxford Seed Fund,,,,356,"1,375",-74.03%,17,-96.82%,-68.28%,96.07%,142.54%,"1,06,02,331"
Guac,Artificial Intelligence (AI),Information Services,Retail Technology,United States,Guac offers intelligence-powered demand forecasting platform that predicts client demand.,www.tryguac.co,—,—,Jack Solomon,Seed,"$23,00,000.00",Seed,"$28,00,000.00",Y Combinator,1984 Ventures,Collaborative Fund,,,—,—,—,—,—,—,—,—,—
Purchs,B2B,E-Commerce,E-Commerce Platforms,Canada,Purchs is a B2B marketplace that gives retail merchants the ability to order across all their vendors on one easy-to-use platform.,purchs.io,info@purchs.io,807.700.6449,Open Position,Seed,—,Convertible Note,"$6,37,500.00",SOSV,Georgian Angel Network,Food-X,Toronto Innovation Acceleration Partners,Ontario Centres of Excellence,—,—,—,—,—,—,—,—,—
Autoplay,Artificial Intelligence (AI),Software,,United States,Autoplay powers AI agents to help users navigate and master software in real-time.,autoplay.ai,—,—,Sam Nesbitt,Seed,"$20,80,000.00",Pre-Seed,"$20,80,000.00",Kima Ventures,Betaworks,Drive Capital,RRE Ventures,Pareto Holdings,"8,267","3,358.67",-15.42%,372,-4.12%,-7.71%,94.74%,-0.39%,"20,52,731"
Meter Feeder,Mobile Payments,Parking,Smart Cities,United States,Meter Feeder provides a low cost parking payment and enforcement solution for individuals and small to mid-sized government agencies.,www.meterfeeder.com/,info@meterfeeder.com,(844)463-7275,Jim Gibbs,Seed,"$26,00,000.00",Seed,"$38,56,000.00",Y Combinator,Precursor Ventures,Trucks Venture Capital,Innovation Works,Google for Startups,—,—,—,—,—,—,—,—,—
Clad,Construction,Information Technology,Software,United States,Clad is construction software for building infrastructure.,withclad.com,—,—,,Seed,"$22,00,000.00",Seed,"$27,00,000.00",Y Combinator,,,,,"1,514","1,501.67",-54.72%,107,-86.16%,131.58%,69.62%,27.7%,"54,21,533"
Leadbay,Artificial Intelligence (AI),B2B,Sales,United States,Leadbay is an AI powered B2B sales prospecting platform that automates the discovery and qualification of SMB leads.,www.leadbay.ai/,contact@leadbay.ai,—,Milan Stankovic,Seed,"$5,00,000.00",Seed,"$5,00,000.00",Y Combinator,Rebel Fund,,,,"3,121","1,795",-33.14%,315,23.53%,7.33%,51.01%,22.8%,"38,70,345"
Unto Labs,Blockchain,Cryptocurrency,Decentralized Finance (DeFi),United States,Unto Labs is a cryptocurrency firm that develops solutions at the physical boundaries of distributed systems.,untolabs.com/,—,+1 (707) 375-9722,,Seed,"$1,44,00,000.00",Seed,"$1,44,00,000.00",Framework Ventures,Electric Capital,,,,310,655.5,127.94%,37,-69.09%,41.61%,86.13%,-13.87%,"1,13,83,740"
Ureeka,Communities,Content,SEO,United States,Ureeka is a Community where small businesses gain unprecedented access to the expertise needed to grow their business.,www.ureeka.biz/,—,—,Melissa Bradley,M&A,"$81,50,000.00",Series A,"$1,67,50,000.00",Salesforce Ventures,Chicago Ventures,Bullpen Capital,Cleveland Avenue,AperiamVentures,—,—,—,—,—,—,—,—,—
Mindy,Generative AI,Search Engine,Software,United States,"Mindy offers services in automating tasks, scheduling, researching, and managing emails directly from your inbox to boost productivity.",mindy.com,—,—,Cuong Do,Seed,"$60,00,000.00",Seed,"$60,00,000.00",Sequoia Capital,Founders Fund,,,,"27,409","25,291.5",-17.2%,703,156.57%,170.23%,40.59%,-43.47%,"8,13,582"
Charityvest,Charity,Financial Services,FinTech,United States,Charityvest is a personal charitable giving fund that allows individuals to donate to US nonprofits from one tax-deductible account.,www.charityvest.org,support@charityvest.org,—,Jon Koon,Seed,—,Non-equity Assistance,"$57,00,000.00",Y Combinator,Sovereign’s Capital,Promus Ventures,Teamworthy Ventures,Praxis,"3,084","4,016.5",3.46%,409,78.6%,98.09%,53.6%,6.03%,"38,95,773"
PreventScripts,Health Care,mHealth,Software,United States,PreventScripts is a preventive health platform designed to support primary care providers.,www.preventscripts.com,info@preventscripts.com,12703313896,Jay Campbell,—,"$15,00,000.00",Venture - Series Unknown,"$18,80,000.00",Right Side Capital Management,iSelect Fund,StartUp Health,Bluegrass Angels,Keyhorse Capital,910,721.33,-43.69%,1,-99.76%,-25.23%,86.04%,22.72%,"67,86,749"
"Advice Analytics, Inc.",Artificial Intelligence (AI),Compliance,Email Marketing,United States,Email AI and Predictive Analytics for 401(k) retirement,www.adviceanalytics.com,jyen@adviceanalytics.com,—,Yashar Ahmadpour,Seed,"$9,07,000.00",Angel,"$9,07,000.00",Seattle Angel Conference,,,,,71,—,47.92%,0,—,-50%,100%,—,"2,14,63,449"
Bluebook,Web Development,,,Sweden,Bluebook is a self-driving system that comprehends in addition to processing transactions.,getbluebook.com/,hello@getbluebook.com,—,Jonathan Andersson,Seed,"$30,00,000.00",Pre-Seed,"$30,00,000.00",Y Combinator,Huey Lin,Carles Reina,EQT Ventures,,—,—,—,—,—,—,—,—,—
Consio,E-Commerce,SaaS,,United States,Consio enables merchants to close more sales and engage with their customers profitably on the phone.,www.consio.ai/,contact@consio.ai,647-923-7909,Philippe Roireau,Seed,"$33,00,000.00",Seed,"$40,70,000.00",RTP Global,SaaStr Fund,Mu Ventures,Theory Forge Ventures,,"5,190","4,672",-6.91%,"1,459",-36.29%,-24.15%,27.9%,42.06%,"28,28,207"
Simulon,3D Technology,Apps,Real Time,United States,Next-gen 3D tools built for creators.,simulon.com,hello@simulon.com,+1 302 202 1184,Divesh Naidoo,Seed,—,Seed,"$12,60,000.00",First Spark Ventures,Mana Ventures,Unshackled Ventures,LoftyInc Capital,Anorak Ventures,"1,131","2,640",-91.04%,857,267.81%,205.57%,71.62%,-13.04%,"61,62,421"
Sweep,Artificial Intelligence (AI),Developer Tools,Software,United States,Sweep is an AI coding assistant for JetBrains,sweep.dev,—,—,William Zeng,Seed,"$20,00,000.00",Seed,"$20,00,000.00",Y Combinator,Goat Capital,Exceptional Capital,Michele Catasta,Amjad Masad,"13,852","9,036.67",19.87%,514,5.33%,-16.09%,54.21%,1.69%,"13,75,689"
Pioneer,Blockchain,Gaming,Information Technology,Canada,Pioneer is a web3 gaming and infrastructure company that utilizes proprietary technology to build a web3 gaming ecosystem.,www.p10neer.ai,ir@p10neer.com,—,,IPO,"CA$20,00,000.00",Post-IPO Debt,"CA$10,28,873.00",,,,,,231,—,—,8,—,—,0%,—,"1,32,04,802"
257,Artificial Intelligence (AI),Energy,Energy Efficiency,United States,257 is a data platform providing home energy insights and tools.,257.co/,info@257.co,—,Tal Chalozin,Seed,"$92,00,000.00",Seed,"$92,00,000.00",F2 Venture Capital,City Light Capital,Jeff Hammerbacher,Otto Troschke,Joel Jewitt,697,"1,109.5",-62.24%,24,-91.72%,28.71%,57.39%,-20.52%,"76,52,502"
Positive Finance,Banking,Charity,Financial Services,United States,Sustainable finance for Employers and their employees,www.positive.finance,contact@positive.finance,—,Cyril Goust,Seed,"$4,50,000.00",Pre-Seed,"$5,52,750.00",Techstars,Wefunder,StartOut,Vincent Joset,,599,—,286.45%,7,133.33%,65.79%,12.02%,-64.17%,"82,17,741"
Southern Lights,Artificial Intelligence (AI),B2B,Energy,Sweden,Southern Lights is a unique copilot-workspace streamlining clean energy investments,www.southernlights.io/,info@southernlights.io,—,Felipe Gallardo,Seed,"€16,00,000.00",Pre-Seed,"€16,00,000.00",Bling Capital,Greencode Ventures,WEPA Ventures,Saminvest,Fast Track Malmo,216,332.83,-36.47%,12,-29.41%,16.37%,69.91%,12.13%,"1,36,61,709"
